account_name,campaign_id,adset_id,campaign_name,adset_name,effective_status,delivery_status,daily_budget,bid_amount,bid_strategy,budget_optimization,roas_target,objective,optimization_goal,geo_countries,language,creation_date,start_time
ACC-01,730199644162040884,730111707968744991,own_rsoc_[ch=31154]_vtag:_8286_prst:315_conf:157_usr:42_MU_date:20260310_Version:2075_1762_US On_71_8286_8286,own_rsoc_[ch=31154]_vtag:_8286_prst:315_conf:157_usr:42_MU_date:20260310_Version:2075_1762_US On,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITHOUT_CAP,ABO,,OUTCOME_SALES,VALUE,"[""US""]",en,2026-03-10 18:57:36+00,2026-03-10 23:15:00+00
ACC-01,730112513644627640,730116023808956531,own_rsoc_[ch=52845]_vtag:_2997_prst:315_conf:952_usr:42_MU_date:20260310_Version:1960_1762_World_50_2997_2997,own_rsoc_[ch=52845]_vtag:_2997_prst:315_conf:952_usr:42_MU_date:20260310_Version:1960_1762_World,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.85,OUTCOME_SALES,VALUE,"[""US"", ""IN"", ""AL"", ""NP"", ""ME"", ""SN"", ""GE"", ""UG"", ""IE"", ""ZW"", ""CI"", ""AZ"", ""TZ"", ""LY"", ""CM"", ""BW"", ""IT"", ""ET"", ""KZ"", ""NA"", ""MD"", ""JP"", ""KH"", ""LB"", ""AM"", ""MY"", ""MN"", ""MZ"", ""MX"", ""AO"", ""UZ"", ""NL"", ""LA"", ""NZ"", ""NO"", ""CA"", ""PK"", ""SA"", ""ZA"", ""KR"", ""ES"", ""SE"", ""CH"", ""TR"", ""AE"", ""GB"", ""IL"", ""DO"", ""FI"", ""DK"", ""BE"", ""PA"", ""JO"", ""GR"", ""VE"", ""AR"", ""AU"", ""CL"", ""PE"", ""AT"", ""PH"", ""KW"", ""HK"", ""BR"", ""HR"", ""PL"", ""RS"", ""NG"", ""PT"", ""LU"", ""BG"", ""CZ"", ""SI"", ""CO"", ""IS"", ""SK"", ""LT"", ""TT"", ""BD"", ""LK"", ""KE"", ""HU"", ""MA"", ""CY"", ""EG"", ""JM"", ""EC"", ""RO"", ""BO"", ""GT"", ""CR"", ""QA"", ""SV"", ""HN"", ""NI"", ""FR"", ""PY"", ""UY"", ""PR"", ""BA"", ""TN"", ""BH"", ""VN"", ""GH"", ""MU"", ""DE"", ""UA"", ""MT"", ""OM"", ""MK"", ""EE"", ""LV"", ""IQ"", ""DZ""]",en,2026-03-10 18:57:59+00,2026-03-10 23:45:00+00
ACC-01,730113021995139099,730131443433922955,own_rsoc_[ch=65040]_vtag:_2997_prst:315_conf:261_usr:42_MU_date:20260310_Version:1960_1762_Engli_3_2997_2997,own_rsoc_[ch=65040]_vtag:_2997_prst:315_conf:261_usr:42_MU_date:20260310_Version:1960_1762_Engli,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.9,OUTCOME_SALES,VALUE,"[""US"", ""IE"", ""NZ"", ""CA"", ""GB"", ""AU""]",en,2026-03-10 18:58:00+00,2026-03-10 23:45:00+00
ACC-01,730197118743844997,730120331699691380,own_rsoc_[ch=13676]_vtag:_1699_prst:315_conf:990_usr:42_MU_date:20260310_Version:1966_1762_World_50_1699_1699,own_rsoc_[ch=13676]_vtag:_1699_prst:315_conf:990_usr:42_MU_date:20260310_Version:1966_1762_World,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.5,OUTCOME_SALES,VALUE,"[""US"", ""IN"", ""AL"", ""NP"", ""ME"", ""SN"", ""GE"", ""UG"", ""IE"", ""ZW"", ""CI"", ""AZ"", ""TZ"", ""LY"", ""CM"", ""BW"", ""IT"", ""ET"", ""KZ"", ""NA"", ""MD"", ""JP"", ""KH"", ""LB"", ""AM"", ""MY"", ""MN"", ""MZ"", ""MX"", ""AO"", ""UZ"", ""NL"", ""LA"", ""NZ"", ""NO"", ""CA"", ""PK"", ""SA"", ""ZA"", ""KR"", ""ES"", ""SE"", ""CH"", ""TR"", ""AE"", ""GB"", ""IL"", ""DO"", ""FI"", ""DK"", ""BE"", ""PA"", ""JO"", ""GR"", ""VE"", ""AR"", ""AU"", ""CL"", ""PE"", ""AT"", ""PH"", ""KW"", ""HK"", ""BR"", ""HR"", ""PL"", ""RS"", ""NG"", ""PT"", ""LU"", ""BG"", ""CZ"", ""SI"", ""CO"", ""IS"", ""SK"", ""LT"", ""TT"", ""BD"", ""LK"", ""KE"", ""HU"", ""MA"", ""CY"", ""EG"", ""JM"", ""EC"", ""RO"", ""BO"", ""GT"", ""CR"", ""QA"", ""SV"", ""HN"", ""NI"", ""FR"", ""PY"", ""UY"", ""PR"", ""BA"", ""TN"", ""BH"", ""VN"", ""GH"", ""MU"", ""DE"", ""UA"", ""MT"", ""OM"", ""MK"", ""EE"", ""LV"", ""IQ"", ""DZ""]",en,2026-03-10 18:58:34+00,2026-03-11 23:00:00+00
ACC-01,730123037698969195,730129777113572689,own_rsoc_[ch=14883]_vtag:_2529_prst:315_conf:952_usr:42_MU_date:20260310_Version:6531_1762_World_50_2529_2529,own_rsoc_[ch=14883]_vtag:_2529_prst:315_conf:952_usr:42_MU_date:20260310_Version:6531_1762_World,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.85,OUTCOME_SALES,VALUE,"[""US"", ""IN"", ""AL"", ""NP"", ""ME"", ""SN"", ""GE"", ""UG"", ""IE"", ""ZW"", ""CI"", ""AZ"", ""TZ"", ""LY"", ""CM"", ""BW"", ""IT"", ""ET"", ""KZ"", ""NA"", ""MD"", ""JP"", ""KH"", ""LB"", ""AM"", ""MY"", ""MN"", ""MZ"", ""MX"", ""AO"", ""UZ"", ""NL"", ""LA"", ""NZ"", ""NO"", ""CA"", ""PK"", ""SA"", ""ZA"", ""KR"", ""ES"", ""SE"", ""CH"", ""TR"", ""AE"", ""GB"", ""IL"", ""DO"", ""FI"", ""DK"", ""BE"", ""PA"", ""JO"", ""GR"", ""VE"", ""AR"", ""AU"", ""CL"", ""PE"", ""AT"", ""PH"", ""KW"", ""HK"", ""BR"", ""HR"", ""PL"", ""RS"", ""NG"", ""PT"", ""LU"", ""BG"", ""CZ"", ""SI"", ""CO"", ""IS"", ""SK"", ""LT"", ""TT"", ""BD"", ""LK"", ""KE"", ""HU"", ""MA"", ""CY"", ""EG"", ""JM"", ""EC"", ""RO"", ""BO"", ""GT"", ""CR"", ""QA"", ""SV"", ""HN"", ""NI"", ""FR"", ""PY"", ""UY"", ""PR"", ""BA"", ""TN"", ""BH"", ""VN"", ""GH"", ""MU"", ""DE"", ""UA"", ""MT"", ""OM"", ""MK"", ""EE"", ""LV"", ""IQ"", ""DZ""]",en,2026-03-10 18:58:51+00,2026-03-11 00:00:00+00
ACC-01,730113728821370231,730111564606562750,own_rsoc_[ch=29835]_vtag:_2529_prst:315_conf:261_usr:42_MU_date:20260310_Version:6531_1762_Engli_3_2529_2529,own_rsoc_[ch=29835]_vtag:_2529_prst:315_conf:261_usr:42_MU_date:20260310_Version:6531_1762_Engli,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.9,OUTCOME_SALES,VALUE,"[""US"", ""IE"", ""NZ"", ""CA"", ""GB"", ""AU""]",en,2026-03-10 18:58:51+00,2026-03-11 00:00:00+00
ACC-01,730131384636432591,730115052036557513,own_rsoc_[ch=31904]_vtag:_2721_prst:315_conf:134_usr:42_MU_date:20260310_Version:3045_1762_US On_71_2721_2721,own_rsoc_[ch=31904]_vtag:_2721_prst:315_conf:134_usr:42_MU_date:20260310_Version:3045_1762_US On,ACTIVE,ADSET_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.7,OUTCOME_SALES,VALUE,"[""US""]",en,2026-03-10 18:59:06+00,2026-03-12 00:00:00+00
ACC-01,730133955345541353,730125115293399290,own_rsoc_[ch=19949]_vtag:_313267_prst:315_conf:184_usr:42_MU_date:20260310_Version:2128_1762_Engli_3_313267,own_rsoc_[ch=19949]_vtag:_313267_prst:315_conf:184_usr:42_MU_date:20260310_Version:2128_1762_Engli,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITHOUT_CAP,ABO,,OUTCOME_SALES,VALUE,"[""US"", ""IE"", ""NZ"", ""CA"", ""GB"", ""AU""]",en,2026-03-10 18:59:21+00,2026-03-12 23:00:00+00
ACC-01,730119187875933427,730112267985693456,own_rsoc_[ch=23134]_vtag:_313267_prst:315_conf:317_usr:42_MU_date:20260310_Version:2128_1762_World_50_313267,own_rsoc_[ch=23134]_vtag:_313267_prst:315_conf:317_usr:42_MU_date:20260310_Version:2128_1762_World,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.7,OUTCOME_SALES,VALUE,"[""US"", ""IN"", ""AL"", ""NP"", ""ME"", ""SN"", ""GE"", ""UG"", ""IE"", ""ZW"", ""CI"", ""AZ"", ""TZ"", ""LY"", ""CM"", ""BW"", ""IT"", ""ET"", ""KZ"", ""NA"", ""MD"", ""JP"", ""KH"", ""LB"", ""AM"", ""MY"", ""MN"", ""MZ"", ""MX"", ""AO"", ""UZ"", ""NL"", ""LA"", ""NZ"", ""NO"", ""CA"", ""PK"", ""SA"", ""ZA"", ""KR"", ""ES"", ""SE"", ""CH"", ""TR"", ""AE"", ""GB"", ""IL"", ""DO"", ""FI"", ""DK"", ""BE"", ""PA"", ""JO"", ""GR"", ""VE"", ""AR"", ""AU"", ""CL"", ""PE"", ""AT"", ""PH"", ""KW"", ""HK"", ""BR"", ""HR"", ""PL"", ""RS"", ""NG"", ""PT"", ""LU"", ""BG"", ""CZ"", ""SI"", ""CO"", ""IS"", ""SK"", ""LT"", ""TT"", ""BD"", ""LK"", ""KE"", ""HU"", ""MA"", ""CY"", ""EG"", ""JM"", ""EC"", ""RO"", ""BO"", ""GT"", ""CR"", ""QA"", ""SV"", ""HN"", ""NI"", ""FR"", ""PY"", ""UY"", ""PR"", ""BA"", ""TN"", ""BH"", ""VN"", ""GH"", ""MU"", ""DE"", ""UA"", ""MT"", ""OM"", ""MK"", ""EE"", ""LV"", ""IQ"", ""DZ""]",en,2026-03-10 18:59:21+00,2026-03-12 23:00:00+00
ACC-01,730183718411162354,730123161464058134,own_rsoc_[ch=24933]_vtag:_1339_prst:315_conf:480_usr:42_MU_date:20260310_Version:3302_1762_US On_71_1339_1339,own_rsoc_[ch=24933]_vtag:_1339_prst:315_conf:480_usr:42_MU_date:20260310_Version:3302_1762_US On,ACTIVE,ADSET_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.85,OUTCOME_SALES,VALUE,"[""US""]",en,2026-03-10 19:00:00+00,2026-03-11 00:15:00+00
ACC-01,730130929832670341,730130615764187081,own_rsoc_[ch=14142]_vtag:_3176_prst:315_conf:480_usr:42_MU_date:20260310_Version:1560_1762_US On_71_3176_3176,own_rsoc_[ch=14142]_vtag:_3176_prst:315_conf:480_usr:42_MU_date:20260310_Version:1560_1762_US On,ACTIVE,ADSET_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.85,OUTCOME_SALES,VALUE,"[""US""]",en,2026-03-10 19:00:54+00,2026-03-11 00:29:00+00
ACC-01,730114077088806892,730121748548501077,own_rsoc_[ch=11243]_vtag:_1747_prst:315_conf:480_usr:42_MU_date:20260310_Version:9247_1762_US On_71_1747_1747,own_rsoc_[ch=11243]_vtag:_1747_prst:315_conf:480_usr:42_MU_date:20260310_Version:9247_1762_US On,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.85,OUTCOME_SALES,VALUE,"[""US""]",en,2026-03-10 19:01:19+00,2026-03-12 00:30:00+00
ACC-01,730120477136490153,730122389456889353,own_rsoc_[ch=60144]_vtag:_2351_prst:315_conf:480_usr:42_MU_date:20260310_Version:3166_1762_US On_71_2351_2351,own_rsoc_[ch=60144]_vtag:_2351_prst:315_conf:480_usr:42_MU_date:20260310_Version:3166_1762_US On,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.85,OUTCOME_SALES,VALUE,"[""US""]",en,2026-03-10 19:01:53+00,2026-03-11 01:00:00+00
ACC-01,730121499284968043,730122848148081604,own_rsoc_[ch=31782]_vtag:_4679_prst:315_conf:240_usr:42_MU_date:20260310_Version:1337_1762_World_50_4679_4679,own_rsoc_[ch=31782]_vtag:_4679_prst:315_conf:240_usr:42_MU_date:20260310_Version:1337_1762_World,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.3,OUTCOME_SALES,VALUE,"[""US"", ""IN"", ""AL"", ""NP"", ""ME"", ""SN"", ""GE"", ""UG"", ""IE"", ""ZW"", ""CI"", ""AZ"", ""TZ"", ""LY"", ""CM"", ""BW"", ""IT"", ""ET"", ""KZ"", ""NA"", ""MD"", ""JP"", ""KH"", ""LB"", ""AM"", ""MY"", ""MN"", ""MZ"", ""MX"", ""AO"", ""UZ"", ""NL"", ""LA"", ""NZ"", ""NO"", ""CA"", ""PK"", ""SA"", ""ZA"", ""KR"", ""ES"", ""SE"", ""CH"", ""TR"", ""AE"", ""GB"", ""IL"", ""DO"", ""FI"", ""DK"", ""BE"", ""PA"", ""JO"", ""GR"", ""VE"", ""AR"", ""AU"", ""CL"", ""PE"", ""AT"", ""PH"", ""KW"", ""HK"", ""BR"", ""HR"", ""PL"", ""RS"", ""NG"", ""PT"", ""LU"", ""BG"", ""CZ"", ""SI"", ""CO"", ""IS"", ""SK"", ""LT"", ""TT"", ""BD"", ""LK"", ""KE"", ""HU"", ""MA"", ""CY"", ""EG"", ""JM"", ""EC"", ""RO"", ""BO"", ""GT"", ""CR"", ""QA"", ""SV"", ""HN"", ""NI"", ""FR"", ""PY"", ""UY"", ""PR"", ""BA"", ""TN"", ""BH"", ""VN"", ""GH"", ""MU"", ""DE"", ""UA"", ""MT"", ""OM"", ""MK"", ""EE"", ""LV"", ""IQ"", ""DZ""]",en,2026-03-10 19:01:56+00,2026-03-11 00:25:00+00
ACC-01,730188282842902420,730133359534828746,own_rsoc_[ch=21388]_vtag:_1451_prst:315_conf:990_usr:42_MU_date:20260310_Version:7483_1762_World_50_1451_1451,own_rsoc_[ch=21388]_vtag:_1451_prst:315_conf:990_usr:42_MU_date:20260310_Version:7483_1762_World,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.5,OUTCOME_SALES,VALUE,"[""US"", ""IN"", ""AL"", ""NP"", ""ME"", ""SN"", ""GE"", ""UG"", ""IE"", ""ZW"", ""CI"", ""AZ"", ""TZ"", ""LY"", ""CM"", ""BW"", ""IT"", ""ET"", ""KZ"", ""NA"", ""MD"", ""JP"", ""KH"", ""LB"", ""AM"", ""MY"", ""MN"", ""MZ"", ""MX"", ""AO"", ""UZ"", ""NL"", ""LA"", ""NZ"", ""NO"", ""CA"", ""PK"", ""SA"", ""ZA"", ""KR"", ""ES"", ""SE"", ""CH"", ""TR"", ""AE"", ""GB"", ""IL"", ""DO"", ""FI"", ""DK"", ""BE"", ""PA"", ""JO"", ""GR"", ""VE"", ""AR"", ""AU"", ""CL"", ""PE"", ""AT"", ""PH"", ""KW"", ""HK"", ""BR"", ""HR"", ""PL"", ""RS"", ""NG"", ""PT"", ""LU"", ""BG"", ""CZ"", ""SI"", ""CO"", ""IS"", ""SK"", ""LT"", ""TT"", ""BD"", ""LK"", ""KE"", ""HU"", ""MA"", ""CY"", ""EG"", ""JM"", ""EC"", ""RO"", ""BO"", ""GT"", ""CR"", ""QA"", ""SV"", ""HN"", ""NI"", ""FR"", ""PY"", ""UY"", ""PR"", ""BA"", ""TN"", ""BH"", ""VN"", ""GH"", ""MU"", ""DE"", ""UA"", ""MT"", ""OM"", ""MK"", ""EE"", ""LV"", ""IQ"", ""DZ""]",en,2026-03-10 19:02:09+00,2026-03-12 01:00:00+00
ACC-01,730110853575765450,730118432239845942,own_rsoc_[ch=69332]_vtag:_9812_prst:315_conf:317_usr:42_MU_date:20260310_Version:2815_1762_World_50_9812_9812,own_rsoc_[ch=69332]_vtag:_9812_prst:315_conf:317_usr:42_MU_date:20260310_Version:2815_1762_World,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.7,OUTCOME_SALES,VALUE,"[""US"", ""IN"", ""AL"", ""NP"", ""ME"", ""SN"", ""GE"", ""UG"", ""IE"", ""ZW"", ""CI"", ""AZ"", ""TZ"", ""LY"", ""CM"", ""BW"", ""IT"", ""ET"", ""KZ"", ""NA"", ""MD"", ""JP"", ""KH"", ""LB"", ""AM"", ""MY"", ""MN"", ""MZ"", ""MX"", ""AO"", ""UZ"", ""NL"", ""LA"", ""NZ"", ""NO"", ""CA"", ""PK"", ""SA"", ""ZA"", ""KR"", ""ES"", ""SE"", ""CH"", ""TR"", ""AE"", ""GB"", ""IL"", ""DO"", ""FI"", ""DK"", ""BE"", ""PA"", ""JO"", ""GR"", ""VE"", ""AR"", ""AU"", ""CL"", ""PE"", ""AT"", ""PH"", ""KW"", ""HK"", ""BR"", ""HR"", ""PL"", ""RS"", ""NG"", ""PT"", ""LU"", ""BG"", ""CZ"", ""SI"", ""CO"", ""IS"", ""SK"", ""LT"", ""TT"", ""BD"", ""LK"", ""KE"", ""HU"", ""MA"", ""CY"", ""EG"", ""JM"", ""EC"", ""RO"", ""BO"", ""GT"", ""CR"", ""QA"", ""SV"", ""HN"", ""NI"", ""FR"", ""PY"", ""UY"", ""PR"", ""BA"", ""TN"", ""BH"", ""VN"", ""GH"", ""MU"", ""DE"", ""UA"", ""MT"", ""OM"", ""MK"", ""EE"", ""LV"", ""IQ"", ""DZ""]",en,2026-03-10 19:03:45+00,2026-03-11 02:03:00+00
ACC-01,730118459212138166,730130679818584938,own_rsoc_[ch=28692]_vtag:_9812_prst:315_conf:184_usr:42_MU_date:20260310_Version:2815_1762_Engli_3_9812_9812,own_rsoc_[ch=28692]_vtag:_9812_prst:315_conf:184_usr:42_MU_date:20260310_Version:2815_1762_Engli,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITHOUT_CAP,ABO,,OUTCOME_SALES,VALUE,"[""US"", ""IE"", ""NZ"", ""CA"", ""GB"", ""AU""]",en,2026-03-10 19:08:41+00,2026-03-11 02:03:00+00
ACC-01,730124928948683184,730126757079377062,own_rsoc_[ch=22226]_vtag:_2635_prst:315_conf:480_usr:42_MU_date:20260310_Version:2728_1762_US On_71_2635_2635,own_rsoc_[ch=22226]_vtag:_2635_prst:315_conf:480_usr:42_MU_date:20260310_Version:2728_1762_US On,PAUSED,CAMPAIGN_OFF,635.0,,LOWEST_COST_WITH_MIN_ROAS,ABO,0.85,OUTCOME_SALES,VALUE,"[""US""]",en,2026-03-10 19:09:22+00,2026-03-12 02:03:00+00
ACC-01,730125258326344436,730167782854639126,own_rsoc_[ch=29204]_vtag:_9595_prst:315_conf:184_usr:42_MU_date:20260312_Version:96771_1762_Engli_3_9595_9595,own_rsoc_[ch=29204]_vtag:_9595_prst:315_conf:184_usr:42_MU_date:20260312_Version:96771_1762_Engli,ACTIVE,ADSET_OFF,635.0,,LOWEST_COST_WITHOUT_CAP,ABO,,OUTCOME_SALES,VALUE,"[""US"", ""IE"", ""NZ"", ""CA"", ""GB"", ""AU""]",en,2026-03-12 20:20:25+00,2026-03-12 23:20:00+00
